score,gross,genre,votes
6.4,5186646,Crime,5400
5.5,6637565,Action,5400
6.3,13418091,Drama,3500
4.7,2556361,Drama,790
5.7,8033397,Comedy,6900
7.7,63137,Drama,7700
6.2,21458229,Comedy,6800
4.9,4601256,Action,1900
6,7817314,Comedy,6800
5.1,11949484,Action,6300
5.8,604849,Comedy,1300
5.7,7369373,Horror,6600
6.6,1476356,Comedy,12000
6,93151591,Comedy,10000
5.9,1720450,Horror,2800
6.4,18034150,Biography,1600
6,7555000,Action,4700
4.8,4845724,Drama,1400
6,25147055,Crime,6200
6.4,22905522,Comedy,3800
5,10090429,Comedy,3200
7.1,,Comedy,2100
3.5,2147228,Comedy,2200
5.8,546904,Drama,1400
5.6,930211,Drama,3200
4.7,2750741,Comedy,1800
5.8,4679650,Action,2600
5.6,2793214,Action,1900
5.8,14205021,Comedy,2600
5.1,,Comedy,1800
5.4,5099316,Action,1400
5.7,5715174,Crime,3100
3.2,2315683,Adventure,5000
5.7,3800000,Drama,2700
4.7,6029824,Action,1400
5.2,140980,Action,1200
5.6,4781448,Comedy,1900
5.7,,Adventure,2800
5.4,1131399,Drama,2500
5.9,278623,Drama,2300
7.2,1915792,Comedy,8000
3.2,78068,Comedy,1100
5.3,275000,Biography,1100
6.8,11957943,Comedy,3400
5.4,,Comedy,565
5.6,277405,Comedy,454
7.3,837623,Comedy,4900
7.4,3272593,Drama,4700
5.9,4743287,Drama,906
7.2,,Drama,2800
5.9,,Comedy,783
5.6,4007250,Adventure,1600
6,5958456,Animation,2500
4.2,2669366,Comedy,616
7.6,441863,Drama,2100
5.2,1943751,Action,879
5.2,3136701,Action,543
4.4,6947787,Action,1100
6,4079895,Comedy,1400
4.6,2295500,Action,258
7,925952,Comedy,2700
4.9,502237,Crime,503
5.6,2390525,Action,1200
6.2,1500000,Thriller,2000
5.5,8540346,Animation,2200
4.8,601451,Action,153
4.1,3388020,Action,1900
6.6,416393,Drama,937
5.7,1254040,Comedy,818
7.7,,Drama,3800
7.2,781727,Family,1000
6.7,,Drama,377
5.9,6408791,Drama,735
6,583800,Biography,367
5,2497233,Action,533
5,,Action,592
6.8,8736,Drama,840
5.3,2995527,Action,453
5.8,1301121,Drama,525
7.2,512403,Drama,3100
5.5,563358,Comedy,754
3.7,,Drama,922
4,,Action,437
5.9,,Drama,675
8.1,30902642,Adventure,402000
7.3,32388898,Comedy,128000
8.3,46357676,Drama,691000
7.8,98268458,Action,381000
7.5,53424681,Action,240000
7,214577242,Drama,211000
6.9,34368475,Adventure,40000
7.9,76270454,Crime,289000
7.1,38119483,Adventure,176000
7.3,29180280,Comedy,130000
7.6,120207127,Action,243000
7,3369307,Action,35000
5.9,42721196,Comedy,30000
5.4,17336370,Action,38000
6.9,320145693,Drama,79000
7,14575193,Horror,108000
7.7,22238696,Action,119000
7.1,35509515,Action,37000
6.6,63766510,Comedy,65000
7.1,18553948,Drama,29000
6.7,38122105,Action,144000
6.4,25205460,Crime,9000
7.3,17186348,Horror,83000
7.1,80642217,Comedy,53000
3,51881013,Adventure,42000
7.4,43848069,Crime,147000
7.3,123922370,Biography,131000
6.6,44793222,Fantasy,73000
7.6,49530280,Comedy,128000
6.8,31623833,Comedy,34000
6.9,26713187,Comedy,55000
6.5,299965036,Action,111000
3.7,15681020,Action,44000
6.5,110996879,Comedy,31000
7.6,1628359,Comedy,41000
7.7,5923798,Comedy,152000
6.6,35659098,Comedy,18000
6.8,25893810,Action,56000
6.7,51186259,Action,91000
5.8,16057580,Action,51000
7.7,43993869,Biography,97000
6.4,12396383,Crime,19000
6.1,167780960,Comedy,50000
6.9,54215416,Biography,30000
5.1,30063289,Comedy,14000
7,3769990,Action,30000
6.7,14182492,Horror,39000
8,3404057,Drama,67000
7.7,2642567,Drama,17000
7.2,67331309,Comedy,28000
6,49998613,Comedy,32000
6.1,14000000,Fantasy,23000
5,28061343,Comedy,41000
6.8,2488740,Horror,14000
6.1,174380,Comedy,3300
5.7,15151736,Drama,9500
6.7,65088797,Comedy,32000
6.6,40050884,Comedy,42000
6,66673516,Comedy,33000
6.3,57915972,Comedy,35000
6.2,548696,Comedy,10000
3.4,7888703,Comedy,11000
6.3,26712476,Comedy,14000
7.5,1083486,Biography,9500
6.1,13539458,Fantasy,16000
5.5,23509382,Comedy,11000
5.8,1028679,Comedy,2600
6.7,13839404,Action,24000
5.6,,Action,9100
7,9747988,Horror,18000
6.4,12640385,Crime,5100
7.2,3221568,Comedy,19000
5.5,9868521,Fantasy,3300
6,39337581,Comedy,21000
8,4575613,Drama,32000
6.5,124167,Comedy,3600
7.3,10021120,Comedy,13000
6.1,2877571,Crime,4400
4.5,14375181,Action,11000
4.8,858250,Comedy,1300
6.6,65673233,Action,24000
7.8,4637920,Drama,19000
2.6,1576615,Adventure,7600
7.5,14792779,Comedy,32000
7.4,3731829,Comedy,13000
6.1,21589395,Comedy,10000
7.1,3685862,Comedy,11000
5,800000,Action,3600
6.5,3832228,Action,2500
6.1,18753438,Crime,6500
5.4,7800000,Comedy,10000
5.4,6880310,Action,9100
7.3,2585639,Crime,21000
7.4,5899797,Biography,13000
5.9,519596,Action,1900
5.2,6075793,Action,3000
5.3,13290368,Comedy,6600
5.9,13110903,Comedy,2800
6.1,10278549,Crime,9700
6,17355263,Comedy,5600
6.7,7393346,Drama,8600
4.8,7305209,Comedy,9600
6.6,11307844,Action,6400
7.9,1680358,Drama,7500
7.8,2063688,Drama,10000
6.6,18782400,Crime,9600
6.6,12423831,Thriller,9200
7.2,6804312,Animation,5200
4.2,2700000,Comedy,1200
5.7,2683519,Horror,5600
6.4,7019441,Comedy,3500
6.2,300859,Adventure,5200
6.4,4572845,Comedy,3200
6.5,4278150,Action,5000
5.7,1988962,Comedy,2600
4.7,1749956,Comedy,1300
6.1,873903,Action,3900
5.4,20240502,Comedy,3200
6.9,,Drama,1500
6.2,52864741,Comedy,7600
5.2,34377585,Comedy,5700
5.1,562187,Action,4700
6.6,25411386,Comedy,8000
5.9,1733017,Drama,1800
5.6,10489617,Drama,2600
5.8,345704,Crime,4000
6.8,3283832,Comedy,2700
7.1,370698,Animation,4500
6.4,1119112,Crime,2900
5.1,1930001,Horror,2900
6.1,459824,Thriller,2300
7.3,1338198,Drama,4400
7.3,1672927,Biography,5700
6.3,19734940,Action,9300
4.9,4000000,Action,8200
7.2,1083282,Comedy,2300
6.3,1432687,Action,4800
5.3,406881,Crime,1400
6.2,796368,Drama,2000
5.4,5406879,Action,4800
3.8,,Horror,6400
4,,Horror,2100
5.1,1083395,Horror,1600
4.3,1149470,Horror,1100
5.4,12046526,Action,3400
5.6,700000,Drama,2100
2.2,4615255,Action,7900
7.6,824024,Comedy,4300
6.3,3107551,Crime,2600
6.2,,Horror,2200
5.8,4215849,Comedy,3500
7,5228617,Comedy,5200
7.3,4370078,Drama,7300
6.4,5262047,Drama,5200
6.6,30950002,Drama,6000
7.6,22039,Comedy,2200
4.8,,Comedy,1400
5.7,1025762,Comedy,999
6.6,,Biography,3300
5.7,3060858,Action,2800
5.4,1584970,Comedy,2500
4.3,1189709,Comedy,3100
5.7,210200,Action,2300
5.3,20419446,Comedy,3200
5.7,316199,Drama,1200
6.2,2413427,Drama,3700
5.1,,Adventure,1600
4.6,3922273,Comedy,1200
6.2,1262091,Crime,1700
6.2,969205,Crime,3100
4.7,2228951,Action,1100
5.5,5669831,Comedy,3800
6.4,1744164,Comedy,1400
4.5,,Action,882
5.3,1539000,Drama,997
7.3,1025228,Drama,1000
7.4,213901,Drama,2000
7,,Drama,5500
6.1,169785,Comedy,512
6.2,999382,Comedy,905
5.4,5711976,Comedy,872
7,138608,Comedy,2500
5.9,225358,Drama,878
6.7,,Drama,1200
5.9,949451,Drama,541
5,10348437,Comedy,2100
6.7,,Horror,3500
6.5,486434,Drama,9300
7.4,2201428,Comedy,3000
5.2,16337355,Comedy,4200
5.6,2407024,Horror,1700
5.6,901364,Drama,771
5.6,2189047,Drama,1400
5.4,743445,Drama,834
6.2,9518342,Comedy,2200
4.9,4546244,Action,862
4.5,285885,Action,697
5.1,989033,Comedy,390
7.1,895904,Drama,1900
6.5,1236848,Drama,639
8.2,141603197,Action,810000
7.5,81613606,Action,79000
7.5,74270074,Comedy,270000
7.3,151927281,Comedy,205000
8,354825435,Drama,483000
7.7,2847941,Crime,15000
7.3,13008928,Action,117000
7.3,57269863,Action,103000
5.6,239606210,Action,55000
7.2,1163969,Comedy,92000
7.1,288752301,Comedy,196000
7.7,329803958,Animation,187000
6.3,12793213,Comedy,27000
8,2562351,Animation,171000
8.5,13019063,Drama,239000
7.8,34603943,Crime,91000
6.6,44196684,Fantasy,91000
6.1,216614388,Comedy,117000
7.6,78756177,Comedy,158000
6.6,43455230,Comedy,41000
5.9,171504781,Comedy,81000
8.2,30550920,Animation,304000
6.9,45661556,Action,57000
7.5,62493712,Comedy,135000
6.8,102953112,Comedy,54000
6.8,11806119,Action,79000
7.5,8865702,Drama,54000
6.2,21486757,Comedy,16000
7.4,84460846,Animation,82000
5.8,189015611,Action,125000
7.2,32078318,Crime,33000
7.6,34670720,Drama,66000
5.4,3916303,Comedy,21000
7,6673032,Comedy,20000
7.3,8038508,Drama,43000
7.1,50888729,Comedy,49000
7.6,3975244,Adventure,49000
7.3,10006806,Drama,35000
6.5,8247943,Horror,34000
6.7,74151346,Animation,45000
5.1,1547397,Drama,5200
6.9,57041866,Comedy,24000
6.1,34994648,Action,67000
5.7,49369899,Horror,51000
6.8,32632093,Drama,15000
7.2,8083123,Adventure,52000
6.2,,Comedy,34000
5.9,17768757,Horror,45000
6.6,5596267,Comedy,14000
3.4,6424112,Adventure,12000
6,18869631,Action,30000
7,60329001,Comedy,90000
6.3,37903295,Action,42000
6.6,13030057,Action,13000
6.2,4385516,Fantasy,21000
7.4,42039085,Comedy,67000
5.3,19170001,Horror,34000
6.3,22433275,Comedy,19000
6.5,12090735,Horror,44000
6.9,17637950,Crime,51000
6.7,46616067,Action,25000
5.4,13854000,Comedy,25000
6.9,6908797,Biography,9600
5.9,1189315,Comedy,10000
5.8,8578231,Comedy,8900
6,725131,Comedy,15000
5.8,9205924,Comedy,19000
5.9,3569939,Adventure,4000
7.2,5680515,Drama,19000
7.3,13994920,Biography,17000
6,671382,Action,15000
7.6,7263129,Comedy,37000
5.9,16031707,Comedy,12000
4.6,19510371,Comedy,33000
6.1,41292551,Crime,30000
6.2,3109904,Comedy,14000
6.6,51684798,Comedy,15000
6.4,6957975,Comedy,4000
5.4,25024919,Adventure,16000
4.7,14114488,Horror,17000
6.2,808114,Comedy,12000
6.2,25537221,Comedy,20000
7,13133,Crime,9000
5.9,2983784,Comedy,12000
3.8,11798302,Comedy,15000
6,14545844,Comedy,6700
4.6,17550399,Comedy,6300
5.5,159969,Action,1600
5.7,21630088,Comedy,24000
6.5,19595031,Fantasy,23000
5.5,6264058,Comedy,2600
6,20324096,Action,17000
6.4,40150487,Comedy,13000
6.2,5344577,Drama,11000
5.9,18875011,Drama,14000
8.2,,Comedy,29000
6.1,15855828,Drama,3500
6.5,7282851,Action,14000
6.9,19652638,Biography,17000
5.4,20256975,Action,10000
5.7,16118077,Drama,7600
6.8,29300090,Action,12000
7.3,161004,Adventure,9100
6.7,1705139,Fantasy,6400
7,61149479,Biography,25000
6.3,32155047,Action,15000
6.3,25816139,Crime,5800
7,1145404,Action,9800
5.9,540000,Comedy,3600
5.1,15122324,Adventure,8800
5.9,17514553,Comedy,4500
6.2,960040,Crime,4200
5.8,401421,Comedy,3100
5.5,3813293,Comedy,14000
6,3588626,Action,7200
7.3,3468572,Drama,13000
4.9,8253123,Comedy,3400
7.7,31753898,Adventure,17000
6.9,13825794,Comedy,6000
5.7,2567099,Comedy,4400
5.9,13664060,Comedy,9300
5.1,6640346,Drama,1700
6.5,3966256,Drama,8300
5,12277096,Comedy,3800
5.9,,Crime,3000
7.2,2181286,Biography,12000
6.7,7467504,Drama,4200
8,2080758,Crime,8800
5.2,11536599,Comedy,8500
5.9,21042667,Comedy,8200
6.6,13687027,Adventure,2400
6.2,10815378,Comedy,5300
4.3,717376,Comedy,1800
7.4,1192322,Comedy,4800
6,1733070,Drama,5100
7.3,3331297,Biography,6400
7.7,4870903,Comedy,6800
5.7,1883811,Adventure,3900
6,,Romance,1200
6.2,12706478,Mystery,9700
4.9,6193901,Action,6000
5.2,4192440,Action,8400
7.2,424773,Comedy,8300
5.4,940173,Action,4000
6.6,187349,Drama,1800
5,6337299,Horror,1700
4.9,,Comedy,2200
5.8,7721852,Comedy,497
5.8,5979011,Drama,3600
4.6,14681192,Comedy,6100
5.5,3074681,Action,2600
5.7,3965604,Comedy,994
7.3,2319801,Drama,3100
5.8,11005304,Comedy,4800
7,8539181,Comedy,9800
5.6,9797098,Horror,3600
7.3,1562749,Drama,13000
6.7,241278,Drama,5500
5.7,4594452,Crime,3900
6.4,1984315,Crime,4800
5.4,40397,Horror,2300
6.2,1791328,Crime,3800
5.4,,Drama,1200
5.9,9129999,Comedy,3500
5.7,188964,Action,1300
6.7,8674093,Drama,5700
6.9,16262415,Comedy,3900
7,3527886,Comedy,3400
5.5,2432536,Crime,997
4.4,6436211,Comedy,3100
6,10068039,Action,3000
5.1,2955917,Comedy,4900
6.8,1451857,Drama,1200
6.2,12638294,Drama,3000
5.7,5509417,Comedy,1200
6.7,303624,Drama,2100
5.4,344375,Comedy,688
3.8,10497324,Action,4700
4.9,,Thriller,309
5.4,1869148,Drama,1500
5.8,657446,Drama,2200
6.3,1223326,Biography,1700
6.6,1560700,Drama,1900
5.7,9974446,Crime,3800
7.3,,Drama,998
5.4,1348771,Drama,1600
5.4,747013,Drama,613
6.4,1893139,Drama,1900
5.3,5301200,Action,3500
4.2,259019,Comedy,949
5.9,429028,Drama,2000
7.4,771745,Drama,3900
5.6,28202109,Comedy,10000
5.4,3838793,Comedy,3000
6,11444204,Comedy,5500
6.5,,Biography,1500
6.2,7242035,Action,2700
5.7,343786,Comedy,3900
7,1267578,Drama,3700
5.7,4764606,Drama,1500
8.2,474171806,Action,707000
6.6,30050028,Action,66000
7.5,411508343,Action,346000
7,40508994,Adventure,123000
7.5,84431625,Drama,111000
8.1,235860116,Comedy,442000
7.6,211343479,Animation,244000
7.5,90000098,Adventure,167000
7.8,332500002,Adventure,494000
8,37295445,Comedy,94000
6.4,222724172,Adventure,146000
6.2,71079915,Comedy,66000
6.4,30218387,Adventure,51000
5.3,38956288,Action,56000
7.2,24741667,Drama,52000
7.6,93232006,Comedy,201000
7.2,49797148,Comedy,64000
7.3,96759512,Comedy,50000
6.6,57470138,Fantasy,97000
7,79258538,Comedy,88000
6.6,215394738,Action,187000
6.4,63408614,Action,98000
7.2,161001698,Biography,101000
7.8,26979166,Biography,126000
7,126297830,Comedy,46000
7.2,227853986,Action,166000
7.6,73594646,Comedy,164000
6.9,49101993,Comedy,71000
7.3,21515196,Comedy,85000
6.6,156167015,Action,97000
7.2,6056912,Comedy,7400
6.1,60864870,Comedy,21000
6.4,22099847,Action,39000
7.6,7724701,Crime,36000
6.2,9094451,Action,16000
6.9,46908987,Comedy,50000
7.1,18671317,Action,42000
6.4,10647219,Action,9100
7.9,14743391,Biography,70000
6.8,160188546,Comedy,50000
4.6,11060485,Drama,12000
6.1,793775,Adventure,12000
6.1,14278900,Adventure,14000
7,6157157,Comedy,27000
5.9,296999813,Comedy,78000
5.5,52210049,Action,57000
7,4088140,Comedy,26000
6.8,27100027,Animation,38000
5.1,10166459,Action,30000
6.4,74134790,Drama,29000
5.8,15704614,Adventure,19000
6.4,1700000,Action,13000
6.8,7825009,Horror,38000
6.5,14697005,Action,52000
6.6,134212055,Action,51000
5.8,8508843,Adventure,9600
7.4,145793296,Drama,102000
7.3,4729352,Crime,34000
5.1,22168359,Fantasy,42000
5.8,5552441,Comedy,6500
5.1,11642254,Horror,36000
5.4,8143225,Action,11000
6.8,110879513,Crime,39000
6.1,19674852,Comedy,4200
6,78247647,Action,32000
7.4,31906454,Drama,19000
7.5,10161099,Action,29000
5.4,12065892,Comedy,4100
4.6,14343976,Adventure,35000
6.1,27843,Comedy,8600
7,1132112,Drama,13000
6.5,8800000,Drama,4800
6.9,18428904,Comedy,22000
5.5,16554699,Comedy,15000
5.8,15942628,Action,9700
5.1,38903179,Drama,22000
5.6,15351421,Comedy,17000
7.6,1544973,Comedy,26000
6,19131246,Biography,3600
6.2,444055,Action,1400
6.3,2777280,Action,7400
6.1,39450960,Comedy,20000
5.6,1919653,Biography,5900
6.2,1932642,Comedy,13000
7.9,18254702,Comedy,56000
6.5,20047604,Action,6300
6.8,4973285,Comedy,5300
6.1,3960327,Comedy,7500
6.3,283694,Action,4600
6.9,6291444,Comedy,16000
5.8,5777099,Drama,6100
6.5,16278590,Comedy,11000
6.5,28890240,Comedy,13000
6.8,1730005,Drama,5900
7.1,1368000,Animation,7000
5.5,3416846,Action,2900
6.2,13741060,Biography,16000
6.4,10763469,Comedy,17000
6.3,22026369,Comedy,4300
6.4,2692037,Action,16000
4.7,192816,Action,4400
5.6,4611062,Action,6700
6.1,10555348,Comedy,22000
6.1,7237794,Crime,9200
5.9,10982364,Comedy,15000
6,4557214,Action,5200
6.5,3563162,Biography,7200
4.4,11567217,Comedy,29000
5.8,18699037,Comedy,6900
6.5,882290,Action,6500
5.4,12143484,Action,11000
6.2,40586886,Action,11000
5.4,1272977,Action,6000
4.4,16093651,Action,6000
5.7,12195695,Crime,12000
4.3,,Comedy,1800
6.3,259486,Biography,1900
5.7,1519796,Horror,3700
6.2,536508,Drama,2800
6.2,117463,Comedy,4800
6.1,870532,Comedy,6800
6.3,2049769,Drama,5600
6.3,27503037,Comedy,4700
4.5,3077361,Action,3200
6.9,418053,Comedy,5700
6,4347648,Drama,1700
5.5,294266,Comedy,703
7.6,4609953,Drama,5400
5.6,3299382,Animation,2200
5.2,1097333,Drama,677
6.5,9114702,Comedy,1500
7,3766879,Drama,5300
5.5,3953745,Drama,3800
4.8,169203,Comedy,2300
6.8,408839,Biography,2300
7.3,,Comedy,5000
6.7,8742750,Crime,4500
5,1738897,Horror,3600
6.2,510712,Comedy,4500
5.1,792966,Action,6200
6.1,8125592,Action,3500
7.4,6263883,Crime,7200
6.1,11604598,Drama,3600
7.2,,Action,11000
5.4,9015164,Action,3300
6.9,2260616,Drama,716
6.8,938562,Comedy,3500
5.3,4299023,Drama,1000
6,1852655,Comedy,2000
6.1,201468,Drama,1900
3.7,1089000,Biography,790
6,1247946,Drama,881
7.5,1601612,Drama,6800
4.8,2043889,Action,490
5.5,76325,Horror,1700
6.3,7723506,Action,2200
5.7,463972,Comedy,917
5,,Action,201
7.1,,Comedy,1500
6,2156471,Comedy,1200
4.8,858591,Horror,1600
6.3,2420917,Action,2700
5.8,4795009,Drama,849
6,,Fantasy,2900
6,5932613,Drama,1500
5.9,3531971,Drama,2700
6.2,2023282,Drama,1300
6.6,7754571,Comedy,2100
3.6,902152,Action,5000
5.1,3560932,Crime,1600
5.8,3690328,Comedy,1600
5.2,,Horror,1300
4.8,67878,Adventure,1000
5.8,1642239,Comedy,2100
4.5,,Crime,274
5.8,3574256,Adventure,1800
5.9,6985999,Crime,1400
6,8153677,Adventure,943
7.6,1417030,Crime,6100
6.4,18587135,Drama,4800
6.8,1776440,Comedy,2600
6.4,960385,Comedy,659
4.8,3169719,Comedy,1200
5.4,1869417,Comedy,1200
5.5,43671,Comedy,1200
4.4,363561,Action,4300
4.3,,Action,1100
6.2,4348025,Comedy,761
4.5,,Comedy,653
3.1,129778,Comedy,666
4.9,337812,Crime,710
7.2,1316495,Biography,2100
6.9,,Drama,1700
5.8,574080,Comedy,877
6,1354268,Comedy,696
4.4,5368865,Comedy,1300
5.6,216373,Comedy,776
5,3473905,Comedy,694
6.1,1877618,Adventure,1400
5.5,862551,Action,353
8.7,46963277,Biography,1100000
7.6,136861392,Crime,370000
7.5,261317921,Action,310000
7,463406268,Comedy,299000
7.6,476684675,Comedy,501000
7.1,505703557,Drama,203000
8,424208848,Adventure,247000
7.1,16667084,Comedy,126000
7.1,240031274,Action,344000
7.8,61276872,Drama,191000
6.2,201957688,Action,140000
5.6,15691192,Comedy,22000
6.8,201965915,Action,88000
7.9,86024005,Drama,456000
7.6,200512643,Action,186000
6.1,162738726,Action,59000
7.8,52096475,Biography,130000
6,4960385,Drama,9100
7.2,14561425,Comedy,86000
6.3,57120318,Action,151000
5.8,45681173,Action,83000
6.9,10360553,Adventure,46000
7.5,26118851,Drama,101000
7.4,245077583,Adventure,416000
6.4,48878502,Action,60000
6.4,1293976,Crime,11000
6.5,8266343,Comedy,57000
6.9,221303188,Mystery,39000
6.4,53208180,Comedy,65000
6.1,157920733,Action,81000
7,2554476,Crime,34000
6.4,41482207,Comedy,95000
5.3,119946358,Drama,130000
6.5,44143410,Action,32000
7.7,5080409,Crime,128000
6.2,15645616,Action,17000
6.4,13985225,Adventure,28000
7.3,5017971,Action,69000
6.7,35419397,Comedy,30000
5.9,35763605,Horror,47000
5.8,39404261,Comedy,35000
7.1,1228108,Comedy,20000
6.6,61489265,Drama,82000
7.5,3106052,Crime,19000
6.4,39024251,Drama,27000
6.9,21413105,Action,21000
6.5,8862354,Action,21000
6.2,10005969,Crime,12000
6.2,24271196,Action,34000
6.5,27734391,Crime,18000
5.5,71609321,Comedy,23000
5.4,72270891,Comedy,29000
6.9,13446769,Crime,26000
6.3,23591472,Comedy,19000
6.9,27931461,Animation,40000
6.5,26385627,Comedy,14000
5.9,153518974,Action,40000
6.9,5835247,Horror,40000
6.4,44926706,Thriller,19000
6.7,39071603,Comedy,16000
6.3,23472449,Biography,13000
5.8,47410827,Action,28000
7.2,11541758,Comedy,27000
6.7,20710451,Drama,22000
5.2,17373527,Adventure,25000
6,16247964,Action,23000
5.1,5765562,Horror,15000
7.2,15445131,Biography,15000
6.2,205068,Comedy,9400
7.2,1911542,Action,21000
6,138697012,Action,42000
6.9,27441977,Action,27000
6.4,21413502,Action,17000
6,57968936,Action,21000
4.6,1242995,Comedy,2500
7.8,2970161,Drama,25000
5.8,33461269,Action,27000
6.4,16186793,Comedy,14000
5.9,2459895,Action,7000
5.7,16853487,Action,18000
6.5,17487531,Drama,7700
8.3,,Biography,17000
6.8,15260154,Comedy,20000
6,5728953,Sci-Fi,13000
6.4,15379253,Comedy,12000
6.5,21460601,Comedy,19000
5.7,8217997,Action,13000
6.6,2060847,Biography,7900
5.6,25069101,Action,16000
4.9,11582891,Horror,10000
6.8,2075084,Adventure,12000
6.1,4348368,Action,11000
6.3,1244381,Drama,5000
6.6,16153593,Drama,12000
5.9,3989297,Comedy,5000
6.3,12626043,Drama,7700
4.7,47789074,Comedy,45000
7.4,739104,Comedy,21000
6.3,16324573,Comedy,16000
5.9,21633874,Action,26000
6.2,29888235,Comedy,23000
7.4,2960492,Comedy,10000
7.6,5575738,Drama,15000
7.5,5822041,Comedy,23000
5.6,6939946,Comedy,4200
5.1,1372350,Drama,1100
7.2,1554742,Comedy,7600
6.1,9645440,Drama,7400
6.9,18115724,Animation,26000
6.1,22997992,Drama,15000
7.5,1516414,Comedy,9500
5.6,20305841,Animation,4900
6.6,2319124,Adventure,11000
7.2,15779578,Drama,5900
6.6,10873237,Action,8400
5.7,27627310,Comedy,14000
6.5,20005435,Comedy,8100
6,2268181,Drama,2500
5.4,17037887,Drama,5300
4.8,1382462,Comedy,8300
4.8,14760451,Action,6000
6.4,9888167,Comedy,8000
7.4,1494399,Drama,5800
6.6,2678414,Crime,3300
6.6,7331647,Comedy,14000
5.5,,Comedy,1900
5.7,22424195,Crime,3800
4.9,6698361,Action,6900
5.4,2742912,Action,7200
7.7,1986433,Drama,7800
6.5,2070871,Drama,5300
6,1627955,Horror,4100
7.3,1217084,Comedy,9200
5.4,25029569,Comedy,9000
5.5,,Comedy,3000
5.6,1494969,Action,945
7.3,4873620,Drama,3500
7.2,4011793,Adventure,3500
6.1,349618,Horror,6400
6.6,7698010,Drama,2800
7.4,357400,Comedy,9400
6,13236513,Comedy,4200
